id,price,accommodates,bedrooms,beds,review_scores_rating,number_of_reviews,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,host_experience,is_professional_host,is_entire_home_apt,is_private_room,is_shared_room,is_hotel_room,is_pankow,is_neukoelln,is_mitte,is_friedrichshain_kreuzberg,is_charlottenburg_wilm,is_tempelhof_schoeneberg,is_lichtenberg,is_steglitz_zehlendorf,is_treptow_koepenick,is_reinickendorf,is_marzahn_hellersdorf,is_spandau,dist_brandenburger_tor,dist_alexanderplatz,dist_reichstagsgebaeude,dist_potsdamer_platz,dist_siegessaeule,dist_tiergarten,has_wifi,has_kitchen,has_air_conditioning,has_free_parking,has_washer,has_dryer,has_heating,has_tv,has_dishwasher,has_refrigerator,has_microwave,has_coffee_maker,has_hot_water,has_smoke_alarm,has_essentials,has_hair_dryer,has_iron,has_bed_linens,has_shampoo,has_free_washer,bathrooms,property_entire_rental_unit,property_private_room_in_rental_unit,property_entire_condo,property_entire_serviced_apartment,property_room_in_hotel,property_private_room_in_condo,property_entire_loft,property_private_room_in_home,property_entire_home,property_private_room_in_bed_and_breakfast,property_private_room_in_hostel,property_entire_guesthouse,property_room_in_boutique_hotel,property_shared_room_in_hostel,property_room_in_aparthotel,property_other,bedroom_density,beds_per_person,bathrooms_per_person,total_rooms,avg_dist_to_landmark,review_score_std,min_dist_to_landmark,total_amenities
3176,105.0,2,1.0,2.0,4.63,150,4.67,4.52,4.65,4.7,4.92,4.61,6184.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.4162207511348788,1.4602877047195133,3.3526968501157657,3.991800246998195,5.11670931851495,4.962781940028424,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.0,0.5,2.0,3.716749468585288,0.12348124978157234,1.4602877047195133,13
9991,135.0,7,4.0,4.0,5.0,7,5.0,5.0,5.0,5.0,4.86,4.86,5874.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.28359856568914,1.2416475891936145,3.2355063699785176,3.8328117245653406,5.019328200802484,4.8380985350953045,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5714285714285714,0.5714285714285714,0.35714285714285715,6.5,3.5751651642207336,0.06831300510639716,1.2416475891936145,15
14325,75.0,1,0.0,1.0,4.68,26,5.0,4.85,4.7,4.85,4.6,4.45,5789.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.953362402965449,2.985432038926458,3.771007443040336,4.702146252854723,5.202355552520326,5.295133931427001,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,1.0,4.318239603622382,0.1827306109836996,2.985432038926458,9
17904,32.0,2,0.0,1.0,4.77,298,4.82,4.71,4.89,4.92,4.88,4.65,5738.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.857687867940786,3.1357404600077436,4.105045316978603,3.4727060852510436,5.344986576186398,4.691080555497088,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.5,1.0,4.101207810310277,0.10047506205640318,3.1357404600077436,10
20858,202.0,4,2.0,2.0,4.48,140,4.61,4.65,4.5,4.54,4.91,4.39,5728.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.132960596964701,1.7145368334561777,3.0196683002003244,3.796169850337088,4.701009784803525,4.629595750351751,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.25,3.0,3.498990186018928,0.16770154896067466,1.7145368334561777,11
22677,152.0,5,2.0,5.0,4.81,600,4.82,4.77,4.87,4.89,4.93,4.69,5685.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.6533460221374416,1.4142421693305494,2.5480433838805054,3.312069282757257,4.258206864353516,4.161170132443048,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1.0,0.2,3.0,3.0578463091503862,0.08038597366397161,1.4142421693305494,13
23834,65.0,4,1.0,3.0,4.37,98,4.41,4.51,4.72,4.59,4.52,4.39,5670.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.7761017466681,4.085434539218886,3.0429685140125367,1.9935226220609132,3.2679064392609156,2.5536121691166453,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.75,0.25,2.0,2.9532576717229997,0.1252236095189416,1.9935226220609132,12
26543,260.0,4,2.0,4.0,4.66,201,4.64,4.55,4.65,4.74,4.84,4.45,5633.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.201345416494785,2.5134460573970556,4.085547518807687,4.857519073400686,5.738739890063861,5.6924733771336005,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.0,0.5,4.0,4.514845222216279,0.1253946152105804,2.5134460573970556,14
28156,70.0,1,0.0,1.0,4.66,34,4.75,4.84,4.88,4.97,4.69,4.26,5789.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.939294255743297,2.978181164494098,3.756637351888326,4.688461077015686,5.187168657897915,5.280260275806416,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,1.0,4.305000463807622,0.23075445618149834,2.978181164494098,9
30295,172.0,8,2.0,4.0,4.8,503,4.82,4.75,4.91,4.93,4.88,4.73,5286.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.499562008705416,2.7526009538575114,4.385227714874493,5.151127054682145,6.037290846920197,5.9924969608647025,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.125,3.0,4.803050923317411,0.07776643908280118,2.7526009538575114,15
34854,60.0,4,1.0,1.0,5.0,3,4.67,4.67,5.0,5.0,5.0,4.67,5580.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.219674919353781,7.668278612330568,5.250594726448563,4.85250193804526,3.5223789687847287,3.659486361921998,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,2.0,5.028819254480817,0.17639241966220015,3.5223789687847287,7
37004,60.0,2,1.0,1.0,4.74,38,4.86,4.71,4.93,5.0,4.79,4.89,5559.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.6679740712846303,4.567460949683005,2.883199424895243,1.9126621818197056,2.496693973393939,1.8399719505194327,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,2.0,2.7279937585993257,0.1046991153826275,1.8399719505194327,13
42487,54.0,5,1.0,1.0,4.84,32,4.91,4.66,4.91,4.97,4.81,4.66,5446.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.772411800118128,3.3614211568975554,4.986467470256577,4.534638334203488,6.426301527203496,5.813494889777494,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.3,2.5,4.982455863076123,0.1227075501228137,3.3614211568975554,9
42809,200.0,4,2.0,2.0,4.91,201,4.9,4.85,4.9,4.9,4.93,4.71,5534.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.359045184017122,3.1659799998832745,5.495127756188979,5.402896261691464,7.204390835805457,6.712024761577523,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.25,3.0,5.556577466527304,0.07515064236331621,3.1659799998832745,13
55853,54.0,2,1.0,2.0,4.82,22,4.95,4.95,4.91,4.77,4.68,4.68,5456.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.803359004084588,8.285762581032184,5.767651512335587,5.609238081128606,3.9469474395406654,4.312619460040147,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.0,0.5,2.0,5.620929679693629,0.11799919289473795,3.9469474395406654,12
57049,290.0,4,2.0,3.0,4.93,148,4.95,4.89,4.97,4.95,4.83,4.77,5793.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.9829360350427,2.8913431747245215,3.811035173180693,4.719556524202194,5.286519302094281,5.355620932753636,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.75,0.5,4.0,4.3411685236663375,0.07380798769522891,2.8913431747245215,17
58780,240.0,4,3.0,3.0,4.83,89,4.88,4.78,4.81,4.91,4.89,4.7,5434.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.996683928361481,1.8096459983378488,3.9514173380871673,4.528344953041575,5.733454456343988,5.552787141407358,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.75,0.375,4.5,4.2620556359299036,0.07335497516155512,1.8096459983378488,11
64014,282.0,4,3.0,4.0,4.8,19,4.68,4.58,4.95,4.68,4.89,4.44,5404.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.2000888841558845,2.187978139496048,3.0430697581074537,3.923039827985789,4.603332182174824,4.617147162102658,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.75,1.0,0.5,5.0,3.5957759923371095,0.17764330231433667,2.187978139496048,10
64590,144.0,4,1.0,2.0,4.99,100,4.99,5.0,4.99,4.98,4.96,4.94,5401.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.119953229771639,3.2823319527245185,4.364080116064765,3.7477992949029546,5.622236987744949,4.969500366659221,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.25,2.0,4.350983657978008,0.021157009420498103,3.2823319527245185,12
68448,137.0,4,0.0,2.0,4.64,441,4.78,4.67,4.71,4.77,4.85,4.59,5554.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.530106668845031,3.1298467916333124,4.377469391032113,5.239393853896745,5.91157399840293,5.949257608716377,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.25,1.0,4.856274718754418,0.09015859043136945,3.1298467916333124,11
69780,106.0,1,1.0,1.0,5.0,2,5.0,5.0,5.0,5.0,5.0,4.5,5789.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.037831426745246,3.0500239959005584,3.85549342189413,4.78630302826278,5.283653456450685,5.378792020326648,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,4.398682891596675,0.1889822365046136,3.0500239959005584,12
80843,99.0,1,0.0,1.0,4.95,185,4.97,4.99,4.98,4.99,4.85,4.85,5310.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.186423304826053,9.572129091574183,7.249079183915758,6.720940080713134,5.588344215837226,5.6357283779835345,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,1.0,6.992107375808314,0.06298147875897087,5.588344215837226,11
81081,68.0,2,1.0,1.0,4.93,450,4.94,4.95,4.95,4.97,4.89,4.86,5316.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.566194090209978,3.195235718007885,4.410044403731233,5.280138764505415,5.930364675885647,5.976695370090956,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,2.0,4.893112170405186,0.038606685826112916,3.195235718007885,13
83614,293.0,6,2.0,3.0,4.87,397,4.8,4.82,4.82,4.86,4.89,4.73,5300.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.309146934868923,2.818239307517486,4.169689644977408,5.0008400206501324,5.753499333065266,5.758096157610869,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.5,0.25,3.5,4.634918566448347,0.05345224838248473,2.818239307517486,13
85560,94.0,2,2.0,1.0,4.74,213,4.79,4.79,4.82,4.43,4.91,4.68,5303.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.5856977994374035,2.3499721801180344,1.351701660549551,2.3780669419941276,2.7502166960521333,2.8104908083080025,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.5,0.5,3.0,2.204357681076542,0.15272134599920725,1.351701660549551,11
86090,175.0,4,2.0,4.0,4.89,327,4.9,4.89,4.91,4.92,4.83,4.73,5292.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.76573311307608,2.9474984366468084,4.655971821159903,5.407888033266406,6.315820528286214,6.265152510582075,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1.0,0.25,3.0,5.0596774071695805,0.06701101544131509,2.9474984366468084,11
89102,131.0,4,1.0,1.0,4.8,72,4.78,4.59,4.8,4.96,4.96,4.68,5286.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.503962356114629,2.0700865311443493,3.378290653151407,4.18149680905891,5.020729293000606,4.98084280791725,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,2.0,3.855901408397859,0.13538305443655585,2.0700865311443493,15
115576,95.0,4,1.0,2.0,4.96,54,4.93,4.87,4.93,4.89,4.87,4.76,5248.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.390408326099146,6.755030674474681,7.152241955907728,8.181695395577867,8.099711548927727,8.42814460361217,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0.5,0.25,2.0,7.667872084099887,0.06550172662209897,6.755030674474681,11
117649,58.0,4,1.0,1.0,4.72,82,4.86,4.93,4.8,4.79,4.79,4.67,5245.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.8928370378146235,3.2509163022555523,5.089185633770271,4.727235997338263,6.611914875867238,6.026186171962316,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,2.0,5.099712669834711,0.08541216596737317,3.2509163022555523,14
127708,113.0,2,1.0,1.0,4.83,761,4.86,4.91,4.88,4.79,4.96,4.78,5234.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.097939411609955,0.68152082573601,2.080935739684361,2.6254081995765755,3.895495534952803,3.65846837393553,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,2.0,2.506628014249206,0.06466028441750295,0.68152082573601,15
128827,136.0,2,1.0,1.0,4.88,34,4.91,4.76,4.88,4.94,4.91,4.71,5234.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.678746325631017,3.5254546850984823,5.822726060490871,5.692321231210738,7.5126207565102,7.004488333295536,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,2.0,5.872726232039473,0.08618916073713359,3.5254546850984823,11
135097,165.0,4,3.0,5.0,4.45,306,4.52,4.43,4.76,4.74,4.78,4.49,5226.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.8044098297054756,5.1398811751884255,2.913845183770579,2.2882121801916147,1.693888246097862,1.3482860992314858,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,1.25,0.25,4.0,2.698087119030907,0.15672238117736978,1.3482860992314858,17
147339,100.0,2,1.0,1.0,4.9,336,4.94,4.96,4.97,4.99,4.84,4.87,5213.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.1556213842269125,5.824495480584967,4.381602631282402,3.3790759398522425,3.87368414519112,3.2837275443175167,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,2.0,4.14970118757586,0.0556348640264187,3.2837275443175167,14
151249,75.0,2,1.0,1.0,4.43,35,4.6,4.03,4.63,4.69,4.86,4.31,5209.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.459547412497635,2.807467334320799,3.7053374362032585,3.0930302626059603,4.973504131065231,4.329984129280861,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,2.0,3.7281451176622915,0.2751190218623137,2.807467334320799,11
159454,185.0,5,2.0,3.0,4.88,77,4.96,4.91,4.91,4.78,4.83,4.72,5280.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.234846157482967,8.511323083745248,6.3403210125634315,5.674037759424412,4.857139723007463,4.743080477273055,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.6,0.2,3.0,6.060124702249429,0.08383657572069267,4.743080477273055,17
168615,49.0,2,1.0,2.0,4.92,38,4.97,4.97,4.92,4.97,4.53,4.78,5189.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.426397228139994,6.832778256418132,8.263140368696781,9.141112363213937,9.694729531797009,9.805213676060688,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.0,0.5,2.0,8.693895237387757,0.16256866681058613,6.832778256418132,12
173153,80.0,5,2.0,2.0,4.81,33,4.84,4.87,4.93,5.0,4.77,4.83,5184.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.4425899580519865,0.8736800354936259,2.392378876238756,3.016834719214339,4.182250577809879,3.9951794971407537,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,4.0,2.8171522773248903,0.07785823502947378,0.8736800354936259,15
176342,340.0,7,3.0,6.0,4.81,149,4.85,4.97,4.71,4.77,4.79,4.66,5180.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.7844222573425088,2.6142434730196937,2.061213209290177,1.238109756096248,3.0925862845892933,2.442973078146254,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42857142857142855,0.8571428571428571,0.2857142857142857,5.0,2.205591343080696,0.09997618764104817,1.238109756096248,10
179102,237.0,12,3.0,7.0,4.83,198,4.84,4.76,4.91,4.87,4.7,4.75,5177.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.195854399101212,5.491365363200684,5.967711437862464,6.982448022365479,7.037828500535354,7.312055293604838,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5833333333333334,0.125,4.5,6.4978771694450055,0.07425823667638302,5.491365363200684,13
180440,65.0,1,1.0,1.0,4.83,30,4.83,4.76,4.93,5.0,4.93,4.76,5175.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.490231235821982,7.964792485707561,5.492309344250339,5.19619380357383,3.70426099042898,3.9462543819000206,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,5.299007040280451,0.09232447954800245,3.70426099042898,14
186851,45.0,2,1.0,2.0,4.66,58,4.86,4.83,4.67,4.81,4.72,4.72,5169.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.2325577712968228,5.391232907689184,3.390666421443848,2.5847983644467116,2.4169508687315493,1.9583264062540595,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.0,0.5,2.0,3.1624221233103627,0.07994045402971015,1.9583264062540595,13
189288,120.0,4,2.0,2.0,4.75,103,4.8,4.86,4.84,4.85,4.49,4.69,5167.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.936994334620985,3.5135636374028527,5.929849266992502,6.365345323074327,7.740110454817493,7.495723596053685,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,0.25,3.0,6.163597768826974,0.13151136108807504,3.5135636374028527,13
190448,67.0,3,0.0,2.0,4.75,80,4.85,4.68,4.96,4.89,4.74,4.74,5165.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.190246774642295,9.68231291338765,10.46460847485402,9.58281343729987,11.18160276498066,10.464499050421889,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.6666666666666666,0.3333333333333333,1.0,10.26101390259773,0.1002378124642544,9.58281343729987,15
194374,118.0,4,2.0,4.0,4.15,66,4.25,4.25,4.66,4.51,4.27,4.16,5160.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.885354902067556,8.17871745922257,10.095155568385795,9.626175328635954,11.514741318515414,10.875902113153598,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,1.0,0.25,3.0,10.029341114996814,0.1908252753549322,8.17871745922257,11
198239,110.0,2,1.0,1.0,4.6,105,4.66,4.77,4.83,4.81,4.84,4.57,5175.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.9269443473984413,2.1061776447845584,3.151742843641582,2.6889136602059063,4.57832820978757,3.983711113872387,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,0.5,2.0,3.239302969948408,0.11355720186425021,2.1061776447845584,11
198584,50.0,1,1.0,1.0,4.67,12,4.82,4.83,4.92,4.92,4.75,4.5,5155.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.139485408769489,6.560286052297644,4.19457188280796,3.7271297966501753,2.565567807308254,2.583060991360679,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,1.0,3.961683656532367,0.14963447527383586,2.565567807308254,13
205296,100.0,4,3.0,4.0,4.33,3,4.67,4.67,4.67,4.67,4.67,4.33,5146.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14.172334916024246,13.45110592910066,14.443297409624057,13.589221236053,15.211597886562634,14.4944786580748,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,1.0,0.25,4.0,14.227006005906565,0.16590301240125055,13.45110592910066,14
214518,44.0,1,1.0,1.0,4.54,99,4.56,4.41,4.68,4.76,4.54,4.27,5563.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.205063879724093,7.606610858653128,5.094186081252436,5.23835566962219,3.3654787826425947,3.946409575728641,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,5.076017474603847,0.16234883078464982,3.3654787826425947,10
220445,84.0,2,1.0,2.0,4.84,44,4.84,4.77,4.91,4.84,4.73,4.66,5127.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.457110607766135,7.772967222223996,5.312681939289268,5.590671910148021,3.6990620756525567,4.342932471258462,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.0,0.5,2.0,5.362571037723073,0.08395009855633902,3.6990620756525567,12
221015,112.0,4,2.0,2.0,4.81,663,4.91,4.92,4.91,4.94,4.62,4.73,5126.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.340409325296305,4.666824538829884,3.063727736865234,4.013482745334283,3.0841516418745027,3.6208656212445103,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.25,3.0,3.6315769349074536,0.12067271755415455,3.063727736865234,10
222784,49.0,2,1.0,1.0,4.73,211,4.73,4.78,4.89,4.89,4.59,4.68,5124.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.866906878357588,4.969617044598965,2.6568678462851776,3.26823390650435,1.7054730915358165,2.391232642687951,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,2.0,2.9763885683283084,0.10891237194141327,1.7054730915358165,11
