id,price,accommodates,bedrooms,beds,review_scores_rating,number_of_reviews,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,host_experience,is_professional_host,is_entire_home_apt,is_private_room,is_shared_room,is_hotel_room,is_pankow,is_neukoelln,is_mitte,is_friedrichshain_kreuzberg,is_charlottenburg_wilm,is_tempelhof_schoeneberg,is_lichtenberg,is_steglitz_zehlendorf,is_treptow_koepenick,is_reinickendorf,is_marzahn_hellersdorf,is_spandau,dist_brandenburger_tor,dist_alexanderplatz,dist_reichstagsgebaeude,dist_potsdamer_platz,dist_siegessaeule,dist_tiergarten,has_wifi,has_kitchen,has_air_conditioning,has_free_parking,has_washer,has_dryer,has_heating,has_tv,has_dishwasher,has_refrigerator,has_microwave,has_coffee_maker,has_hot_water,has_smoke_alarm,has_essentials,has_hair_dryer,has_iron,has_bed_linens,has_shampoo,has_free_washer,bathrooms,property_entire_rental_unit,property_private_room_in_rental_unit,property_entire_condo,property_entire_serviced_apartment,property_room_in_hotel,property_private_room_in_condo,property_entire_loft,property_private_room_in_home,property_entire_home,property_private_room_in_bed_and_breakfast,property_private_room_in_hostel,property_entire_guesthouse,property_room_in_boutique_hotel,property_shared_room_in_hostel,property_room_in_aparthotel,property_other,bedroom_density,beds_per_person,bathrooms_per_person,total_rooms,avg_dist_to_landmark,review_score_std,min_dist_to_landmark,total_amenities
50774478,110.0,2,1.0,1.0,4.91,53,4.91,4.94,4.92,4.96,5.0,4.83,3668.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.3798277059273254,1.4879091522978785,1.2893607116765828,2.058792268425851,3.0641952990279537,2.903022581223124,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,1.0,3.0,2.0305179530964526,0.05255382728122435,1.2893607116765828,13
50789984,45.0,2,1.0,1.0,4.65,272,4.75,4.62,4.91,4.84,4.7,4.58,3146.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.841475995871467,8.29453354555577,5.763312734127295,5.768487355839352,3.966501483417845,4.455290667126002,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0.75,2.5,5.681600296989622,0.11992060865819673,3.966501483417845,12
50795441,57.0,2,0.0,2.0,5.0,19,5.0,5.0,5.0,4.95,4.95,4.84,3394.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.180212029617791,1.3624965908461877,3.10884787985342,3.773992760337935,4.86474400559086,4.721211037188799,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.5,1.0,3.5019173839058317,0.05908025211926735,1.3624965908461877,10
50825618,59.0,1,1.0,1.0,4.57,49,4.71,4.86,4.65,4.39,4.63,4.61,3512.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.870253871757178,6.014037229134449,4.593076729078732,5.539668687573572,4.456190154336896,5.058453477989375,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,5.0886133583117,0.142176952120538,4.456190154336896,9
50828115,120.0,2,1.0,2.0,4.88,33,4.88,4.97,4.97,4.94,4.88,4.82,4588.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.9143391531622,1.576103254221081,1.7792752997674894,2.6277998063159265,3.460916039153121,3.383668734794299,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.0,0.5,2.0,2.4570170479023528,0.05593363414414816,1.576103254221081,11
50860768,155.0,3,1.0,2.0,4.84,0,4.88,4.81,4.9,4.91,4.83,4.71,2770.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.287298981110444,9.805064406313424,12.331105302216102,12.559587500792851,14.150764110032265,13.804295726773452,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3333333333333333,0.6666666666666666,0.3333333333333333,2.0,12.489686004539756,0.06831300510639743,9.805064406313424,6
50860772,251.0,3,1.0,1.0,4.79,38,4.89,4.74,4.84,4.82,4.89,4.68,1541.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.8602843647498855,0.950186988417886,2.992364521217403,2.9818441492894014,4.719327695430551,4.267230891598755,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0.6666666666666666,3.0,3.128539768450647,0.07739816658342871,0.950186988417886,12
50884931,83.0,2,1.0,1.0,4.85,98,4.92,4.64,4.95,4.9,4.91,4.82,1540.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.5547110842461054,5.0151169768391455,2.4835607850028594,2.554945353791878,0.6832170081219936,1.291857382699794,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,2.0,2.4305680984502955,0.10469911538262773,0.6832170081219936,9
50887156,55.0,2,1.0,0.0,4.95,154,4.93,4.84,4.97,4.97,4.93,4.84,2791.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.68333545338501,1.0718685547417988,2.835361065431489,2.7488450177021964,4.523225582830063,4.046395771743534,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.5,2.0,2.984838574305682,0.056103645582252906,1.0718685547417988,9
50906824,113.0,3,1.0,2.0,5.0,2,5.0,5.0,5.0,5.0,5.0,5.0,2770.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.287298981110444,9.805064406313424,12.331105302216102,12.559587500792851,14.150764110032265,13.804295726773452,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3333333333333333,0.6666666666666666,0.3333333333333333,2.0,12.489686004539756,0.0,9.805064406313424,8
50927054,103.0,2,1.0,2.0,4.38,60,4.5,4.48,4.8,4.62,4.5,4.45,1895.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.850863077165101,4.976326011128601,2.645231354065169,3.2382307067508864,1.6527670256078333,2.342831581837593,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,1.0,0.5,2.0,2.9510416260925307,0.1379268267010066,1.6527670256078333,8
50927063,120.0,2,1.0,2.0,4.33,108,4.48,4.48,4.79,4.59,4.42,4.31,1895.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.752305449505108,4.912753107961556,2.5532784097859618,3.1218367001644256,1.5204455512958353,2.2117169963767203,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,1.0,0.5,2.0,2.8453893691816012,0.16480869140280432,1.5204455512958353,9
50931491,126.0,1,1.0,1.0,4.7,94,4.81,4.76,4.81,4.76,4.93,4.62,1736.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.1141017294915272,2.2980293295688012,1.385875490403578,0.7526320451522943,2.634322264600354,2.064617069536849,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,1.7082629881255675,0.09695359714832641,0.7526320451522943,10
50931530,146.0,2,1.0,1.0,4.67,315,4.78,4.71,4.84,4.71,4.88,4.59,1736.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0594757624641318,2.0995941577353445,1.3164595357329631,0.8610413134554457,2.7023571574679135,2.169046973447223,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,2.0,1.7013291500505037,0.10033277962194942,0.8610413134554457,10
50931576,177.0,3,1.0,1.0,4.75,44,4.82,4.73,4.89,4.84,4.93,4.64,1736.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.1097048691314677,2.3221634684038843,1.3827830640504308,0.7320413922963845,2.615765007841746,2.043282356621068,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,1.700956693057497,0.09999999999999994,0.7320413922963845,10
50931601,151.0,2,1.0,1.0,4.3,27,4.33,4.56,4.59,4.22,4.67,4.19,1736.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.1137034796556913,2.324578603263294,1.38688071280125,0.7333777341429595,2.617620289592256,2.044344182486968,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,2.0,1.7034175003237364,0.19385807277736034,0.7333777341429595,8
50967280,107.0,2,2.0,2.0,4.84,50,4.84,4.9,4.8,4.86,5.0,4.8,3790.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.5089020334532344,0.6568282695080733,2.4841097059586152,3.0341229479983864,4.292536239366831,4.0689318377560255,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.5,3.0,2.8409051723401944,0.06969320524371705,0.6568282695080733,10
50973537,172.0,4,1.0,4.0,4.94,276,4.94,4.83,4.97,4.97,4.91,4.8,2725.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.173759115789671,2.9834016982466967,4.397180668989306,3.904693627194363,5.796132276530202,5.1766684113447035,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1.0,0.25,2.0,4.4053059663491565,0.0676827332556272,2.9834016982466967,11
50973817,107.0,2,0.0,2.0,4.97,70,5.0,4.97,4.99,4.99,4.93,4.84,2673.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.6037429943551658,4.735043500232347,3.872118695806934,2.8236575309312166,4.011996189858451,3.309028432532497,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.5,1.0,3.7259312239527684,0.055933634144148356,2.8236575309312166,13
50983374,95.0,2,1.0,1.0,4.71,7,4.71,5.0,5.0,4.71,4.57,4.43,3422.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.420871588973784,9.901655706428148,11.648771140746415,11.079119630301845,12.944036149642947,12.273962543485018,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,2.0,11.54473612659636,0.20918208063106858,9.901655706428148,11
50994694,192.0,2,1.0,1.0,4.5,4,4.75,5.0,5.0,5.0,5.0,3.5,2106.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.6049415331701145,1.2289650049161278,2.518214537626665,3.2360302347725134,4.261048681643771,4.132700544064214,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,2.0,2.9969834226989014,0.5536674263920707,1.2289650049161278,11
50995381,109.0,2,1.0,1.0,4.82,34,4.94,4.91,4.85,4.74,4.97,4.56,4143.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.445170871125776,3.3347212432895375,5.594198015387904,5.444888988404571,7.272183122577436,6.757684120329458,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,2.0,5.641474393519114,0.14115172518892413,3.3347212432895375,11
50996738,188.0,2,1.0,1.0,4.88,16,4.94,5.0,4.69,5.0,4.88,4.75,2106.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.489836190621806,1.168961019077822,2.406758311053024,3.1178269971007087,4.157437874549423,4.020843930550313,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,2.0,2.8936107204921826,0.11926361357853243,1.168961019077822,11
50998500,419.0,6,3.0,4.0,4.98,209,4.98,4.98,4.97,4.97,4.94,4.8,2106.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.5759802597949433,1.2521489247339814,2.4858203369196112,3.213126479386958,4.223972707075459,4.10044297257297,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.6666666666666666,0.3333333333333333,5.0,2.9752486134139873,0.06579187965525417,1.2521489247339814,12
51033580,66.0,3,0.0,3.0,4.91,101,4.86,4.91,4.9,4.92,4.48,4.75,1533.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.722237871089508,11.628996293857211,12.977908588120227,12.239644739856445,14.003100233753404,13.296234538163706,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.3333333333333333,1.0,12.811353710806749,0.16056448044618196,11.628996293857211,13
51041552,63.0,2,1.0,1.0,4.73,79,4.8,4.38,4.77,4.78,4.66,4.46,4396.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.4903489498131575,1.4438088637894462,3.6265005857906494,3.574159933092103,5.342435387890639,4.872332805976649,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,2.0,3.724931087725441,0.1679143772737704,1.4438088637894462,9
51056873,109.0,2,1.0,1.0,5.0,21,5.0,5.0,5.0,4.76,4.95,4.76,2744.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.605287407374963,7.046135384477166,4.644489431934733,4.225740781553172,2.9489636265008796,3.044572842068499,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0.75,2.5,4.419198245651569,0.11370387604902242,2.9489636265008796,12
51057838,75.0,2,1.0,1.0,5.0,1,5.0,5.0,5.0,5.0,5.0,5.0,3698.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.1663929106036415,0.5892669961159649,2.157843742317776,2.6743926907047375,3.975141375404042,3.72707525452311,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,2.0,2.5483521616115454,0.0,0.5892669961159649,9
51058112,138.0,4,2.0,4.0,4.86,7,4.86,4.43,4.71,4.86,4.57,4.57,2755.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.05699699744964,13.646250554524508,15.295956176424342,14.65746798680927,16.486779711605102,15.796302393187949,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.0,0.25,3.0,15.156625636666803,0.17481963494386096,13.646250554524508,12
51080483,174.0,8,3.0,6.0,4.4,5,5.0,4.2,4.2,5.0,5.0,4.6,2755.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.803146113805355,9.35764366924211,8.023494493335635,7.0292153811848435,7.272021425759826,6.79278059299571,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.75,0.125,4.0,7.713050279387247,0.37289089429432165,6.79278059299571,12
51097048,78.0,3,1.0,2.0,4.65,139,4.76,4.52,4.78,4.68,4.78,4.55,5215.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.8614741848470486,1.873543180889167,3.7899191992459023,4.445149152770504,5.537657682480337,5.4027199624605045,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.6666666666666666,0.3333333333333333,2.0,4.1517438937822435,0.10768118728560776,1.873543180889167,15
51097075,92.0,4,2.0,3.0,4.54,123,4.65,4.58,4.73,4.54,4.8,4.36,5215.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.86867646402662,1.8676985692040124,3.798702762100736,4.449357108487446,5.548824749542559,5.411108731754404,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.75,0.25,3.0,4.157394730852629,0.14410644214144852,1.8676985692040124,15
51098700,98.0,2,1.0,2.0,4.67,12,4.83,4.75,4.75,4.92,5.0,4.67,2744.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.607624143771444,7.066187072364584,4.631741992503251,4.26797088472347,2.895261440396834,3.0498575511065766,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,1.0,0.5,2.0,4.4197738474776935,0.1252236095189417,2.895261440396834,13
51101798,120.0,3,1.0,2.0,5.0,2,5.0,5.0,5.0,5.0,5.0,4.5,1578.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.012598000662665,4.101635698645935,6.189871169461195,5.905430550609287,7.7784315112540225,7.212547407309791,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.6666666666666666,0.5,2.5,6.200085722990482,0.1889822365046136,4.101635698645935,4
51121841,77.0,2,1.0,2.0,5.0,8,5.0,5.0,5.0,5.0,5.0,5.0,4860.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.456616081377268,6.430991078982801,6.7358818684332515,5.795202687278332,7.326621251123041,6.610045126049099,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.0,0.5,2.0,6.559226348873967,0.0,5.795202687278332,13
51136008,331.0,4,2.0,3.0,4.97,31,4.9,4.97,4.97,4.94,5.0,4.81,2106.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.468162027898196,1.0358975855417891,2.3997291345598897,3.0728854708801454,4.1699968692496725,4.0105341429681065,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.75,0.5,4.0,2.859534205182966,0.06421689437998017,1.0358975855417891,13
51167101,160.0,4,3.0,1.0,4.84,0,4.88,4.81,4.9,4.91,4.83,4.71,2424.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.8563327990120833,6.129296390521878,3.976394292633643,3.2862742737199873,2.676255182400018,2.412898150612109,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.25,0.375,4.5,3.72290851481662,0.06831300510639743,2.412898150612109,13
51168783,91.0,4,2.0,3.0,4.75,104,4.82,4.64,4.78,4.9,4.56,4.76,4081.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0666632443734585,4.608646514222325,7.136985205726923,7.289603122785786,8.942115042725769,8.553647869970304,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.75,0.25,3.0,7.266276833300761,0.11282097069504185,4.608646514222325,13
51169438,90.0,2,1.0,1.0,4.77,118,4.75,4.81,4.79,4.9,4.81,4.43,2036.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.048745959267086,3.1994680128209363,4.291482007922631,3.685536477286998,5.563019302588357,4.913732936781295,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1.0,3.0,4.2836641161112174,0.1494912005691943,3.1994680128209363,11
51170251,159.0,2,1.0,1.0,4.92,24,4.79,4.92,4.92,4.96,4.83,4.71,3863.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.811472615139824,2.9812917492749893,4.702564893572863,5.451886875843669,6.363946200927434,6.3120784843445525,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,2.0,5.103873469850555,0.09034326074425672,2.9812917492749893,11
51170470,68.0,1,1.0,1.0,4.91,153,4.94,4.88,4.94,4.93,4.82,4.76,4537.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.1766548354977027,2.8518163088054007,1.91907085913146,2.9679751321826857,3.020806627551857,3.215514728444138,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,2.0,3.0,2.6919730819355405,0.06897204402613331,1.91907085913146,12
51181494,103.0,2,1.0,1.0,4.95,296,4.97,4.93,4.97,4.94,4.69,4.84,4110.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.8627329707540685,6.010902448042514,7.120897193458141,6.381994842942125,8.173644946212685,7.475923228102921,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,2.0,7.004349271585409,0.1020504077124912,6.010902448042514,11
51209296,130.0,6,3.0,6.0,5.0,1,5.0,5.0,5.0,5.0,5.0,5.0,1525.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.805584829841025,9.276744134064488,6.810318767910938,6.490781052003029,5.021181811269097,5.257024971880935,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.0,0.16666666666666666,4.0,6.610272594494919,0.0,5.021181811269097,5
51225073,180.0,4,1.0,4.0,4.15,75,4.17,4.25,4.35,4.39,4.73,4.2,2478.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.282667287327798,5.744520955736838,3.309916294250344,2.9687372861431127,1.6222210283463834,1.7258109868575593,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,1.0,0.25,2.0,3.1089789731103394,0.20190756961210418,1.6222210283463834,9
51241057,33.0,2,1.0,1.0,4.95,136,4.93,4.85,4.95,4.96,4.89,4.87,4133.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.852949897699926,3.4733031099651317,4.693424235406848,5.570324531342822,6.194041889855553,6.253545886744631,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,2.0,5.172931591835819,0.043915503282684114,3.4733031099651317,8
51272255,126.0,4,2.0,2.0,4.86,21,4.9,4.48,4.95,5.0,4.86,4.9,2074.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.220639945587683,3.983910473710016,6.353010860723174,6.265987989658527,8.068416201851363,7.575768300545449,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.25,3.0,6.411288962012702,0.1705872210923197,3.983910473710016,16
51275860,274.0,2,1.0,1.0,5.0,4,5.0,5.0,5.0,4.5,5.0,5.0,2991.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.9610278804132646,3.5022674571769894,3.24074606508007,2.3109022206628302,3.993527405647994,3.2873800816669747,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,2.0,3.2159751851080203,0.1889822365046136,2.3109022206628302,10
51275892,149.0,2,1.0,1.0,4.8,5,4.8,5.0,4.6,5.0,4.8,4.8,3611.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.046411998256593,2.646700675842163,5.137791143745963,5.231645342589608,6.922154026844057,6.506577968488659,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,2.0,5.248546859294508,0.13801311186847096,2.646700675842163,7
51287027,68.0,2,1.0,1.0,5.0,4,4.75,5.0,5.0,5.0,5.0,4.25,3177.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.3264195156076544,3.621235057187591,3.06696980616504,4.117088009047133,3.97728734666996,4.27450924895478,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,2.0,3.7305848306053595,0.2834733547569204,3.06696980616504,7
51291990,86.0,2,1.0,1.0,4.68,38,4.74,4.82,4.68,4.47,4.82,4.55,1546.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0683751745993,3.688481333665732,3.838235579209426,4.857011227451771,4.980098803171158,5.206126997926125,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,2.0,4.439721519337252,0.13152946437965926,3.688481333665732,13
51292367,81.0,2,1.0,1.0,4.71,17,4.88,4.53,4.94,4.82,4.88,4.71,3760.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14.611501334688684,13.056203997129444,14.839559375982834,14.26290518960107,16.12159053705776,15.445921965901436,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,2.0,14.722947066726869,0.1411179850844169,13.056203997129444,11
